startup_name,industry,city,state,funding_amount_usd,funding_round,investors,date
CloudServe,Biotechnology,Gurgaon,Haryana,10686667535970.457,Seed,"Kalaari Capital, Falcon Edge",2021-02-22
WasteManagement Co,Biotechnology,Indore,Madhya Pradesh,10000000.0,Private Equity,"Matrix Partners, Alibaba",2023-10-09
VerticalGardens,Real Estate,Bangalore,Karnataka,10000000.0,Debt Financing,Sequoia Capital,2018-02-10
CloudStorage Pro,Consumer Services,Chandigarh,Chandigarh,10000000.0,Debt Financing,Nexus Venture Partners,2017-07-01
FinanceApp,Enterprise Software,Indore,Madhya Pradesh,10000000.0,Series C,"Matrix Partners, AngelList India",2017-11-25
Metaverse India,Real Estate,Chandigarh,Chandigarh,10000000.0,Series A,"Tencent, Naspers, 500 Startups",2017-12-28
VirtualAssistant India,HR Tech,Visakhapatnam,Andhra Pradesh,10000000.0,Debt Financing,500 Startups,2023-02-17
PropertyFinder,Media & Entertainment,Ahmedabad,Gujarat,8142173469965.453,Series E,"General Catalyst, Lightspeed Venture Partners",2018-07-08
GameZone,Social Media,Hyderabad,Telangana,10000000.0,Debt Financing,Kalaari Capital,2017-10-30
DroneDelivery,Foodtech,Kolkata,West Bengal,10000000.0,Series E,Tiger Global,2016-11-15
NLP Solutions,Logistics,Chennai,Tamil Nadu,10000000.0,Series C,"Chiratae Ventures, Lightspeed Venture Partners",2023-06-10
DeepLearning India,CleanTech,Lucknow,Uttar Pradesh,10000000.0,Growth Stage,"Nexus Venture Partners, 500 Startups",2015-10-17
PropertyFinder,Agritech,Ahmedabad,Gujarat,10000000.0,Growth Stage,Alibaba,2022-03-21
AirQuality Monitor,Fintech,Chandigarh,Chandigarh,10000000.0,Private Equity,General Catalyst,2015-03-26
HealthCare Plus,Renewable Energy,Mumbai,Maharashtra,4910943605509.119,Series C,"Falcon Edge, AngelList India, Elevation Capital",2021-04-15
BlockchainHub,Fintech,Surat,Gujarat,10000000.0,Series C,"Chiratae Ventures, Kalaari Capital, Insight Partners",2018-02-03
NanoTech India,Cloud Services,Chennai,Tamil Nadu,10000000.0,Angel,"Tencent, Steadview Capital",2016-01-10
CRM Platform,Hardware,Delhi,Delhi,2109197582063.4707,Pre-Series A,"Techstars, Elevation Capital",2021-06-16
VR Gaming,CleanTech,Mumbai,Maharashtra,10000000.0,Pre-Series A,"Google Ventures, Tencent",2016-11-25
ParkingFinder,Foodtech,Indore,Madhya Pradesh,10000000.0,Series A,"Falcon Edge, Tiger Global",2018-10-22
Metaverse India,Gaming,Kochi,Kerala,10000000.0,Series A,"AngelList India, Insight Partners, Naspers",2020-02-21
PharmEasy Online,Agritech,Lucknow,Uttar Pradesh,10000000.0,Growth Stage,"Alibaba, Steadview Capital, AngelList India",2019-03-30
MediaHub,Analytics,Coimbatore,Tamil Nadu,9688441609285.875,Debt Financing,"Steadview Capital, Alibaba, SoftBank Vision Fund",2021-05-26
EncryptionTech,CleanTech,Bhopal,Madhya Pradesh,5247325994363.556,Private Equity,Naspers,2016-12-22
VerticalGardens,Enterprise Software,Lucknow,Uttar Pradesh,10000000.0,Seed,Y Combinator,2023-06-30
SkillDevelopment,Healthtech,Bhopal,Madhya Pradesh,10000000.0,Pre-Series A,"Tencent, Chiratae Ventures",2018-08-22
SocialConnect,Hardware,Bhopal,Madhya Pradesh,150640396041.6311,Debt Financing,"SoftBank Vision Fund, Lightspeed Venture Partners, Nexus Venture Partners",2023-07-21
AirQuality Monitor,Travel & Hospitality,Pune,Maharashtra,975807186824.7456,Seed,"Techstars, Chiratae Ventures, Lightspeed Venture Partners",2023-06-14
SportsFit,Hardware,Bhopal,Madhya Pradesh,337969466675.6464,Series C,"Nexus Venture Partners, Tencent, Steadview Capital",2016-09-23
NFT Marketplace,Social Media,Coimbatore,Tamil Nadu,10000000.0,Pre-Series A,"General Catalyst, Elevation Capital",2018-10-01
CleanEnergy Co,Marketing Tech,Lucknow,Uttar Pradesh,10000000.0,Series E,"Nexus Venture Partners, Y Combinator",2024-02-26
IdentityVerification,Consumer Services,Jaipur,Rajasthan,10000000.0,Private Equity,"AngelList India, General Catalyst, Sequoia Capital",2021-03-24
InvestSmart,Fintech,Nagpur,Maharashtra,7139161620314.79,Series B,"Tiger Global, Y Combinator",2015-01-30
IoT Solutions,Fashion & Lifestyle,Ahmedabad,Gujarat,10000000.0,Series D,"Tencent, Falcon Edge",2020-03-28
GameZone,Fintech,Kolkata,West Bengal,10000000.0,Series D,"Steadview Capital, Amazon",2019-02-28
DigitalArt Platform,Biotechnology,Ahmedabad,Gujarat,10000000.0,Bridge Round,SAIF Partners,2018-02-01
RideShare India,Fintech,Nagpur,Maharashtra,10000000.0,Angel,"500 Startups, Tiger Global, Tencent",2017-12-20
EduLearn,Travel & Hospitality,Chandigarh,Chandigarh,10000000.0,Angel,"Blume Ventures, Kalaari Capital",2023-01-31
NanoTech India,Agritech,Mumbai,Maharashtra,10000000.0,Series E,Y Combinator,2019-07-11
WaterPurify,Healthtech,Nagpur,Maharashtra,10000000.0,Pre-Series A,"SoftBank Vision Fund, General Catalyst",2015-01-29
FinanceApp,Enterprise Software,Kolkata,West Bengal,10000000.0,Growth Stage,"Insight Partners, SoftBank Vision Fund",2023-05-13
FinanceApp,Blockchain,Chennai,Tamil Nadu,10000000.0,Seed,"Falcon Edge, Insight Partners",2018-06-09
WeddingBells,Gaming,Chennai,Tamil Nadu,10000000.0,Series E,"SoftBank Vision Fund, Tiger Global",2016-10-07
FinanceApp,Edtech,Ahmedabad,Gujarat,10000000.0,Debt Financing,"Falcon Edge, Alpha Wave Incubation, Sequoia Capital",2019-04-08
BiometricAuth,CleanTech,Indore,Madhya Pradesh,10000000.0,Bridge Round,AngelList India,2019-10-07
RideShare India,Blockchain,Hyderabad,Telangana,1591778545068.2585,Angel,"AngelList India, SoftBank Vision Fund",2015-08-18
MediaHub,Consumer Services,Chandigarh,Chandigarh,10000000.0,Series C,"Alpha Wave Incubation, Techstars, Matrix Partners",2017-01-06
SpeechTech,Agritech,Lucknow,Uttar Pradesh,10000000.0,Bridge Round,"Tencent, Kalaari Capital, Accel Partners",2015-05-06
NLP Solutions,Cybersecurity,Visakhapatnam,Andhra Pradesh,10000000.0,Private Equity,"Steadview Capital, SoftBank Vision Fund",2019-10-20
MediaHub,Healthtech,Jaipur,Rajasthan,10000000.0,Seed,"Nexus Venture Partners, Alpha Wave Incubation, Matrix Partners",2015-07-25
MusicStream,Enterprise Software,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,"General Catalyst, Sequoia Capital",2019-04-17
AntiPhishing Co,Fintech,Bangalore,Karnataka,18718983854015.72,Angel,"Naspers, Techstars, Steadview Capital",2017-03-06
HomeServices,Analytics,Noida,Uttar Pradesh,10000000.0,Series D,Falcon Edge,2015-04-23
DoctorConnect,Automotive,Indore,Madhya Pradesh,10000000.0,Bridge Round,"500 Startups, SAIF Partners, SoftBank Vision Fund",2022-01-03
LoanSimple,E-commerce,Ahmedabad,Gujarat,10000000.0,Bridge Round,"DST Global, Accel Partners",2022-05-14
PharmEasy Online,Hardware,Ahmedabad,Gujarat,10000000.0,Angel,General Catalyst,2015-01-27
LoanSimple,CleanTech,Mumbai,Maharashtra,34036769668088.055,Pre-Series A,"Tiger Global, SoftBank Vision Fund, Y Combinator",2015-08-12
LegalTech,Fintech,Bhopal,Madhya Pradesh,10000000.0,Series E,"Insight Partners, Steadview Capital, General Catalyst",2022-12-22
MusicStream,Logistics,Noida,Uttar Pradesh,10000000.0,Seed,"SoftBank Vision Fund, Kalaari Capital, Y Combinator",2020-08-28
EventPlanner,Cybersecurity,Bhopal,Madhya Pradesh,10000000.0,Bridge Round,"Lightspeed Venture Partners, Steadview Capital, Alibaba",2017-02-24
WeddingBells,Cybersecurity,Bangalore,Karnataka,10000000.0,Series C,"Amazon, Tencent",2021-08-11
PetCare,Automotive,,Telangana,3043222404134.0913,Series B,Falcon Edge,2018-04-20
EncryptionTech,SaaS,Visakhapatnam,Andhra Pradesh,10000000.0,Private Equity,Accel Partners,2015-01-15
Firewall Tech,IoT,Jaipur,Rajasthan,31023803374306.645,Series D,500 Startups,2020-01-07
AutoParts Direct,IoT,Surat,Gujarat,10000000.0,Series A,"Matrix Partners, Lightspeed Venture Partners",2024-04-17
EventPlanner,Cybersecurity,Hyderabad,Telangana,10000000.0,Seed,Nexus Venture Partners,2017-03-22
SecureComm,Biotechnology,Mumbai,Maharashtra,10000000.0,Series E,Chiratae Ventures,2020-07-17
FraudDetection AI,Social Media,Hyderabad,Telangana,10000000.0,Series E,"Nexus Venture Partners, Kalaari Capital, Alibaba",2020-04-24
VR Gaming,Gaming,Surat,Gujarat,10000000.0,Series C,Steadview Capital,2015-06-01
ML Platform,Agritech,Coimbatore,Tamil Nadu,1286061335178.092,Series E,500 Startups,2019-10-23
MusicStream,Travel & Hospitality,Visakhapatnam,Andhra Pradesh,10000000.0,Bridge Round,"Matrix Partners, Alpha Wave Incubation",2018-04-16
SkillDevelopment,Healthtech,Visakhapatnam,Andhra Pradesh,10000000.0,Bridge Round,"Amazon, Sequoia Capital",2024-01-09
FurnitureWorld,Gaming,Delhi,Delhi,3384317601119.74,Bridge Round,"Tencent, Matrix Partners",2022-08-14
Metaverse India,Cybersecurity,Indore,Madhya Pradesh,10000000.0,Series C,"Naspers, Tiger Global",2023-12-18
Metaverse India,Marketing Tech,Visakhapatnam,Andhra Pradesh,2022554883795.9297,Angel,Chiratae Ventures,2017-07-20
LoanSimple,Marketing Tech,Gurgaon,Haryana,3910444269774.9097,Private Equity,"Amazon, Blume Ventures, Alpha Wave Incubation",2022-06-09
PharmEasy Online,Blockchain,Indore,Madhya Pradesh,10000000.0,Pre-Series A,"General Catalyst, Lightspeed Venture Partners, Nexus Venture Partners",2017-02-15
MusicStream,Gaming,Noida,Uttar Pradesh,10000000.0,Series D,"Accel Partners, Elevation Capital, SoftBank Vision Fund",2015-10-16
Antivirus Plus,Healthtech,Mumbai,Maharashtra,10000000.0,Series E,"Naspers, Sequoia Capital, Alibaba",2015-03-20
LoanSimple,Real Estate,Gurgaon,Haryana,10000000.0,Series C,Tencent,2021-01-17
CryptoTrade India,Real Estate,Chennai,Tamil Nadu,4337502217272.236,Series E,"Nexus Venture Partners, Chiratae Ventures, SoftBank Vision Fund",2018-10-19
EVCharging Network,Marketing Tech,Mumbai,Maharashtra,162862909585.70453,Pre-Series A,"Alpha Wave Incubation, Accel Partners",2022-06-03
FraudDetection AI,Logistics,Visakhapatnam,Andhra Pradesh,707708210578518.6,Series A,"Amazon, Naspers",2022-06-20
Firewall Tech,Automotive,Bangalore,Karnataka,380527868923.19214,Series A,"Matrix Partners, Amazon",2019-11-01
SkillDevelopment,Renewable Energy,Kochi,Kerala,10000000.0,Angel,DST Global,2022-05-15
HomeServices,Media & Entertainment,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,Y Combinator,2020-02-21
SportsFit,Foodtech,Surat,Gujarat,10000000.0,Growth Stage,DST Global,2017-02-10
CloudStorage Pro,Renewable Energy,Nagpur,Maharashtra,10000000.0,Series A,"DST Global, Steadview Capital, Accel Partners",2023-12-16
ShopEasy,Hardware,Kochi,Kerala,6899091533321.076,Debt Financing,Kalaari Capital,2021-08-27
WasteManagement Co,Renewable Energy,Mumbai,Maharashtra,10000000.0,Angel,Accel Partners,2024-04-17
CodingBootcamp,Real Estate,Lucknow,Uttar Pradesh,10000000.0,Series D,General Catalyst,2016-11-09
CryptoTrade India,Fintech,Kochi,Kerala,1004481554893.904,Pre-Series A,"DST Global, Tiger Global",2021-06-13
SocialConnect,Analytics,Surat,Gujarat,10000000.0,Series A,Tencent,2023-08-09
BatteryTech,Gaming,Mumbai,Maharashtra,10000000.0,Seed,"Elevation Capital, 500 Startups, Steadview Capital",2019-04-10
JobPortal Pro,HR Tech,Bhopal,Madhya Pradesh,10000000.0,Series B,"Falcon Edge, Alibaba",2018-08-12
SpeechTech,CleanTech,Bangalore,Karnataka,852647205410.914,Growth Stage,"Techstars, Blume Ventures",2024-07-24
LegalTech,Analytics,Coimbatore,Tamil Nadu,10000000.0,Debt Financing,Sequoia Capital,2018-10-24
DeepLearning India,Biotechnology,Hyderabad,Telangana,10000000.0,Series E,"Steadview Capital, SAIF Partners, 500 Startups",2016-07-29
AutoParts Direct,Cloud Services,Bangalore,Karnataka,5725808161886.694,Pre-Series A,"General Catalyst, Lightspeed Venture Partners",2024-09-11
SkillDevelopment,Edtech,Hyderabad,Telangana,10000000.0,Series B,"Blume Ventures, Tiger Global",2023-08-20
GameZone,Marketing Tech,Chennai,Tamil Nadu,24541644709670.16,Debt Financing,"General Catalyst, Elevation Capital, Y Combinator",2022-12-24
ChatbotBuilder,Cloud Services,Chennai,Tamil Nadu,10000000.0,Private Equity,SAIF Partners,2023-09-10
DisplayTech,Healthtech,Hyderabad,Telangana,10000000.0,Series E,"Y Combinator, AngelList India, Naspers",2023-07-13
NFT Marketplace,Biotechnology,Hyderabad,Telangana,10000000.0,Series D,"Amazon, Matrix Partners",2020-09-29
DataScience Academy,SaaS,Jaipur,Rajasthan,10000000.0,Pre-Series A,"Insight Partners, General Catalyst, Techstars",2021-02-22
NanoTech India,Media & Entertainment,Surat,Gujarat,10000000.0,Growth Stage,"500 Startups, General Catalyst, Naspers",2023-01-30
FoodDelivery Express,Enterprise Software,Noida,Uttar Pradesh,10000000.0,Seed,Nexus Venture Partners,2018-06-30
PayrollEasy,Marketing Tech,Mumbai,Maharashtra,10000000.0,Seed,"Steadview Capital, Lightspeed Venture Partners",2018-12-11
CloudStorage Pro,IoT,Gurgaon,Haryana,3785059016301.4023,Angel,Blume Ventures,2020-01-15
ContentCreators Hub,Real Estate,Delhi,Delhi,34981086574422.3,Debt Financing,"Alpha Wave Incubation, Blume Ventures",2017-07-20
CryptoTrade India,Cybersecurity,Visakhapatnam,Andhra Pradesh,10000000.0,Series A,"General Catalyst, Falcon Edge, Alpha Wave Incubation",2019-10-02
PropertyFinder,Real Estate,Visakhapatnam,Andhra Pradesh,10000000.0,Series E,Lightspeed Venture Partners,2022-06-15
BookMyService,Gaming,Noida,Uttar Pradesh,10000000.0,Bridge Round,"SAIF Partners, 500 Startups, Kalaari Capital",2016-12-04
TravelBuddy,SaaS,Hyderabad,Telangana,1245404412753.9448,Pre-Series A,Naspers,2019-06-23
ElectroMart,Analytics,Noida,Uttar Pradesh,10000000.0,Series D,"Tiger Global, Elevation Capital",2021-04-14
NLP Solutions,Consumer Services,Lucknow,Uttar Pradesh,11476525436442.4,Private Equity,"Kalaari Capital, SoftBank Vision Fund",2020-02-05
SolarPower Solutions,IoT,Chennai,Tamil Nadu,10000000.0,Seed,Blume Ventures,2015-12-15
BookMyService,Consumer Services,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"Tencent, Falcon Edge, Tiger Global",2021-03-02
IoT Solutions,Media & Entertainment,Indore,Madhya Pradesh,153205967436139.3,Seed,"Steadview Capital, Google Ventures, General Catalyst",2017-10-20
ChipManufacture,Automotive,Lucknow,Uttar Pradesh,2647735174137.387,Series D,"Matrix Partners, 500 Startups, Naspers",2018-11-22
RideShare India,Media & Entertainment,Surat,Gujarat,10000000.0,Series A,Tencent,2022-03-03
BiometricAuth,AI/ML,Chennai,Tamil Nadu,10000000.0,Series D,"Tiger Global, Techstars, Nexus Venture Partners",2022-03-28
WeddingBells,Renewable Energy,Noida,Uttar Pradesh,3076805697229.0586,Series C,"Amazon, Alibaba",2021-09-29
WeddingBells,Analytics,Pune,Maharashtra,10000000.0,Series E,"Nexus Venture Partners, Matrix Partners",2018-07-12
InvestSmart,Social Media,Bhopal,Madhya Pradesh,10000000.0,Private Equity,"Alibaba, Sequoia Capital, Elevation Capital",2019-05-01
GameZone,Cloud Services,Gurgaon,Haryana,10000000.0,Series A,Sequoia Capital,2015-03-08
TravelBuddy,Agritech,Kolkata,West Bengal,4961895124112.08,Growth Stage,"Falcon Edge, Alpha Wave Incubation",2015-08-25
InvestSmart,Automotive,Bangalore,Karnataka,10000000.0,Series E,Alibaba,2020-10-18
ShopEasy,Automotive,Pune,Maharashtra,10000000.0,Private Equity,"Techstars, SoftBank Vision Fund, Accel Partners",2019-02-22
DataScience Academy,IoT,Kolkata,West Bengal,10000000.0,Bridge Round,SAIF Partners,2016-10-29
ElectroMart,Edtech,Pune,Maharashtra,1402187589250.1653,Series C,Y Combinator,2017-11-16
DataScience Academy,Travel & Hospitality,Kochi,Kerala,10000000.0,Bridge Round,"500 Startups, Tiger Global, Google Ventures",2022-09-18
IoT Solutions,Agritech,Nagpur,Maharashtra,10000000.0,Seed,"SoftBank Vision Fund, Techstars, Y Combinator",2022-07-08
FitTrack,Mobile Apps,Lucknow,Uttar Pradesh,10000000.0,Angel,"Kalaari Capital, Chiratae Ventures",2017-04-25
VirtualAssistant India,Blockchain,Delhi,Delhi,5772066971402.502,Series B,500 Startups,2020-02-29
EnergyEfficient,IoT,Hyderabad,Telangana,10000000.0,Growth Stage,"Alpha Wave Incubation, General Catalyst, Kalaari Capital",2020-10-21
SportsFit,Media & Entertainment,Jaipur,Rajasthan,10000000.0,Angel,"Chiratae Ventures, Tencent",2022-05-16
LabTest Now,Blockchain,Delhi,Delhi,908957087644.3602,Seed,"Tiger Global, Blume Ventures, Alpha Wave Incubation",2022-06-04
EventPlanner,Analytics,Bhopal,Madhya Pradesh,36948701296902.72,Series D,DST Global,2022-11-13
RideShare India,CleanTech,Chandigarh,Chandigarh,150944007781.36945,Series B,,2023-01-05
ElectroMart,Social Media,Pune,Maharashtra,10000000.0,Series C,DST Global,2021-09-02
WasteManagement Co,Real Estate,Kochi,Kerala,10000000.0,Series A,"Accel Partners, Alpha Wave Incubation, Insight Partners",2021-12-19
WasteManagement Co,Fashion & Lifestyle,Nagpur,Maharashtra,10000000.0,Bridge Round,"500 Startups, Kalaari Capital",2021-06-14
TravelBuddy,Real Estate,Chennai,Tamil Nadu,10000000.0,Series A,"Alibaba, SAIF Partners, Falcon Edge",2021-06-28
SecureComm,E-commerce,Lucknow,Uttar Pradesh,10000000.0,Debt Financing,"Lightspeed Venture Partners, Elevation Capital",2022-05-11
SportsFit,Healthtech,Surat,Gujarat,1864592426710.6309,Series B,"Techstars, Insight Partners, Alibaba",2019-05-10
EduLearn,Media & Entertainment,Noida,Uttar Pradesh,5946237760068.204,Pre-Series A,"SAIF Partners, Techstars",2015-05-03
ElectroMart,Healthtech,Jaipur,Rajasthan,10000000.0,Growth Stage,Accel Partners,2015-10-11
ChatbotBuilder,Consumer Services,Gurgaon,Haryana,10000000.0,Series C,"Alpha Wave Incubation, Naspers, Accel Partners",2018-07-31
VR Gaming,HR Tech,Delhi,Delhi,10000000.0,Growth Stage,"Y Combinator, Sequoia Capital, Naspers",2018-01-17
OrganicFarms,Fintech,Lucknow,Uttar Pradesh,10000000.0,Series E,"Lightspeed Venture Partners, Sequoia Capital, AngelList India",2019-07-16
GameZone,Hardware,Coimbatore,Tamil Nadu,10854407196490.31,Series B,Falcon Edge,2024-07-15
LabTest Now,IoT,Chennai,Tamil Nadu,10000000.0,Series B,Steadview Capital,2020-08-27
FoodDelivery Express,Blockchain,Chennai,Tamil Nadu,10000000.0,Growth Stage,Tencent,2024-05-21
OrganicFarms,Gaming,Hyderabad,Telangana,10000000.0,Bridge Round,"Y Combinator, Chiratae Ventures, SoftBank Vision Fund",2024-05-06
CryptoTrade India,Agritech,Ahmedabad,Gujarat,10000000.0,Series E,"Naspers, Alibaba, Google Ventures",2017-03-20
SportsFit,Real Estate,Kochi,Kerala,10000000.0,Series D,Techstars,2022-11-14
Firewall Tech,Real Estate,Kolkata,West Bengal,4202499644636.175,Pre-Series A,"Tiger Global, Naspers",2022-06-11
QuickGrocery,Travel & Hospitality,Jaipur,Rajasthan,10000000.0,Series C,"Lightspeed Venture Partners, 500 Startups",2015-08-04
AI Research Lab,Social Media,Noida,Uttar Pradesh,10000000.0,Growth Stage,"Lightspeed Venture Partners, Tiger Global, DST Global",2019-03-18
BioTech Labs,SaaS,Nagpur,Maharashtra,10000000.0,Debt Financing,"Alibaba, Falcon Edge",2022-01-12
MusicStream,Hardware,Coimbatore,Tamil Nadu,10000000.0,Angel,DST Global,2021-03-12
WearableTech,Agritech,Surat,Gujarat,10000000.0,Series A,"DST Global, Elevation Capital",2015-11-12
VerticalGardens,Agritech,Indore,Madhya Pradesh,10000000.0,Series B,"Matrix Partners, SAIF Partners, Alibaba",2018-06-26
HR Tech Solutions,Gaming,Kochi,Kerala,10000000.0,Series E,"Alpha Wave Incubation, 500 Startups, AngelList India",2019-06-25
ParkingFinder,SaaS,Bhopal,Madhya Pradesh,10000000.0,Debt Financing,"Lightspeed Venture Partners, Chiratae Ventures",2019-06-05
ShopEasy,Enterprise Software,Chennai,Tamil Nadu,10000000.0,Series A,"Amazon, Nexus Venture Partners",2020-05-02
CRM Platform,E-commerce,Noida,Uttar Pradesh,10000000.0,Debt Financing,Sequoia Capital,2017-04-17
BioTech Labs,E-commerce,Hyderabad,Telangana,10000000.0,Series C,"Amazon, AngelList India, Google Ventures",2019-01-03
CyberSecurity India,Social Media,Kochi,Kerala,10000000.0,Seed,"Elevation Capital, General Catalyst",2017-04-29
PayTech Solutions,CleanTech,Lucknow,Uttar Pradesh,5606665522971.243,Debt Financing,Insight Partners,2018-02-18
Insurance Plus,Renewable Energy,Nagpur,Maharashtra,10000000.0,Series B,"Accel Partners, DST Global",2021-08-20
NanoTech India,Healthtech,Delhi,Delhi,10000000.0,Private Equity,Matrix Partners,2015-05-18
AI Research Lab,HR Tech,Kochi,Kerala,10000000.0,Debt Financing,General Catalyst,2016-04-21
WearableTech,Media & Entertainment,Pune,Maharashtra,10000000.0,Series E,"Naspers, Alpha Wave Incubation",2022-10-22
IdentityVerification,Enterprise Software,Bangalore,Karnataka,10000000.0,Pre-Series A,"Y Combinator, Alibaba, General Catalyst",2023-10-17
CloudServe,Fashion & Lifestyle,Kolkata,West Bengal,11647734786040.25,Seed,"SoftBank Vision Fund, Alibaba, AngelList India",2015-03-22
PayTech Solutions,Renewable Energy,Ahmedabad,Gujarat,10000000.0,Series E,"Alibaba, Amazon",2021-01-15
MarketingAI,CleanTech,Pune,Maharashtra,10000000.0,Series A,"500 Startups, Blume Ventures, Matrix Partners",2022-03-31
FitTrack,Social Media,Coimbatore,Tamil Nadu,740789396898.2787,Series E,Lightspeed Venture Partners,2015-05-08
RecycleIt,Real Estate,Visakhapatnam,Andhra Pradesh,10000000.0,Series E,"Nexus Venture Partners, AngelList India, Alpha Wave Incubation",2018-04-23
AgriTech Innovations,Fashion & Lifestyle,Jaipur,Rajasthan,74999845956157.8,Seed,"Accel Partners, Chiratae Ventures",2021-11-06
RecycleIt,Consumer Services,Indore,Madhya Pradesh,10000000.0,Growth Stage,Insight Partners,2018-10-09
MarketingAI,Media & Entertainment,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,Nexus Venture Partners,2018-09-14
RiskAnalysis Platform,Marketing Tech,Indore,Madhya Pradesh,10000000.0,Growth Stage,"Naspers, Blume Ventures, 500 Startups",2023-11-08
AgriTech Innovations,Automotive,Ahmedabad,Gujarat,19077074094314.266,Series B,Sequoia Capital,2022-02-16
CleanEnergy Co,Edtech,Hyderabad,Telangana,10000000.0,Seed,Insight Partners,2020-02-19
OrganicFarms,AI/ML,Jaipur,Rajasthan,10000000.0,Series E,"Techstars, Matrix Partners",2015-09-04
CryptoTrade India,Foodtech,Lucknow,Uttar Pradesh,10000000.0,Seed,Chiratae Ventures,2018-05-03
LegalTech,Automotive,Noida,Uttar Pradesh,10000000.0,Seed,"Elevation Capital, AngelList India",2021-12-17
JobPortal Pro,Hardware,Chennai,Tamil Nadu,4874802016576.792,Series C,"Google Ventures, Matrix Partners",2021-09-29
SemiconductorHub,Fashion & Lifestyle,Bangalore,Karnataka,7769463945832.308,Bridge Round,"SoftBank Vision Fund, Alpha Wave Incubation, Kalaari Capital",2021-06-24
CloudStorage Pro,Edtech,Jaipur,Rajasthan,1225604712598.5928,Angel,"Chiratae Ventures, General Catalyst",2018-04-17
EduLearn,Real Estate,Kolkata,West Bengal,111594739285324.58,Series D,"Techstars, General Catalyst",2015-10-19
EduLearn,Enterprise Software,Surat,Gujarat,10000000.0,Pre-Series A,"AngelList India, Falcon Edge, SoftBank Vision Fund",2015-12-14
Antivirus Plus,Cloud Services,Bangalore,Karnataka,10000000.0,Debt Financing,Tiger Global,2023-02-08
EduLearn,Fintech,Mumbai,Maharashtra,10000000.0,Series E,"Insight Partners, Techstars",2024-01-28
Influencer Network,Marketing Tech,Kolkata,West Bengal,10000000.0,Bridge Round,"Alibaba, Amazon",2019-09-28
MediaHub,Agritech,Kolkata,West Bengal,10000000.0,Private Equity,"Steadview Capital, SAIF Partners, 500 Startups",2023-07-05
PropertyFinder,IoT,Ahmedabad,Gujarat,10000000.0,Seed,Accel Partners,2017-08-10
PropertyFinder,Travel & Hospitality,Pune,Maharashtra,10000000.0,Seed,"Amazon, Alibaba",2021-09-26
JobPortal Pro,Social Media,Chennai,Tamil Nadu,10000000.0,Series E,"Kalaari Capital, Sequoia Capital",2015-02-22
SpeechTech,Cybersecurity,Delhi,Delhi,10000000.0,Growth Stage,"Alibaba, SoftBank Vision Fund, 500 Startups",2021-07-11
BookMyService,CleanTech,Ahmedabad,Gujarat,10000000.0,Seed,"SAIF Partners, Kalaari Capital",2024-01-12
WasteManagement Co,Travel & Hospitality,Surat,Gujarat,2972568717397.706,Debt Financing,Chiratae Ventures,2022-06-12
AdTech Solutions,Travel & Hospitality,Chandigarh,Chandigarh,10000000.0,Growth Stage,Naspers,2022-12-10
SemiconductorHub,Fintech,Chandigarh,Chandigarh,10000000.0,Series D,Tiger Global,2022-07-12
ML Platform,Edtech,Ahmedabad,Gujarat,10000000.0,Series E,Y Combinator,2024-10-27
NLP Solutions,Logistics,Kolkata,West Bengal,10000000.0,Series B,"Matrix Partners, Kalaari Capital",2024-07-28
QuickGrocery,Foodtech,Bangalore,Karnataka,10000000.0,Seed,"Lightspeed Venture Partners, Sequoia Capital, General Catalyst",2022-04-10
InvestSmart,IoT,Coimbatore,Tamil Nadu,10000000.0,Angel,"Kalaari Capital, Chiratae Ventures",2016-05-14
SolarPower Solutions,Travel & Hospitality,Chandigarh,Chandigarh,10000000.0,Series B,"Insight Partners, DST Global, Tencent",2017-07-31
DisplayTech,Analytics,Visakhapatnam,Andhra Pradesh,10000000.0,Debt Financing,"Alpha Wave Incubation, Chiratae Ventures, Insight Partners",2019-04-11
OrganicFarms,SaaS,Jaipur,Rajasthan,10000000.0,Growth Stage,"DST Global, Insight Partners",2021-03-28
PharmEasy Online,Renewable Energy,Delhi,Delhi,10000000.0,Angel,"Insight Partners, Techstars, 500 Startups",2021-09-23
SmartWatch India,Social Media,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,Falcon Edge,2016-10-04
GameZone,E-commerce,Delhi,Delhi,14262006097389.309,Angel,"Y Combinator, Blume Ventures",2018-12-30
WeddingBells,Automotive,Chandigarh,Chandigarh,538152672619.8886,Bridge Round,"General Catalyst, Nexus Venture Partners, Tiger Global",2015-06-12
NFT Marketplace,Social Media,Kolkata,West Bengal,10000000.0,Seed,"SoftBank Vision Fund, Falcon Edge",2019-05-21
WeddingBells,AI/ML,Chandigarh,Chandigarh,3996847133024.0044,Seed,Tiger Global,2018-01-02
PropertyFinder,Blockchain,Mumbai,Maharashtra,10000000.0,Series B,"Insight Partners, Tencent",2023-07-19
WasteManagement Co,Media & Entertainment,Delhi,Delhi,10000000.0,Bridge Round,"Elevation Capital, Google Ventures, Blume Ventures",2018-09-12
FraudDetection AI,E-commerce,Gurgaon,Haryana,51105924834393.96,Series B,"Alibaba, Insight Partners",2018-09-08
